text,likes,impressions,followers
"i think i might have some ADD, the way i constantly need to be doing 3 things at once, i made myself lunch but then i remembered i needed to say hi to my grandma so i went upstairs then i remembered i had to fold my laundry, my lunch been sitting on the table for an hour+ 😭",4,135,287
EVERYDAY this one co worker is so shocked by how small my lunch is and basically interviews abt my eating habits girl give it a RESTTTTTT,0,47,110
i also got a magic bullet blender. imma be a smoothie guy until i get bored and lazy again in a few weeks.,8,453,1604
"This Mon, you will make me 🌮 for lunch 🙀",0,0,14
"since coming back to the US all the food ive eaten has made me feel sick and bloated 🙃 Like, I couldn't eat the salad in the Philippines but omg I feel like ass im joining the U.S feeds us posion conspiracy which lets be real parts of it arent a conspiracy when for example",1,42,41
Lunch and the park today I guess but idk where Kam and I should eat,0,30,85
"3) Consume plenty of fibre.

Foods like fruit and vegetables are high in fibre and should be consumed in adequate amounts daily.

A high fibre diet will help to maintain normal bowel movements and also help keep you fuller for much longer periods of time.",0,10,1
bout to make lunch with a smile on my face,4,1545,288
This smoothie so good 😋,0,54,719
walked past a cafê and why are they serving a pb&amp;j smoothie,0,73,1210
Jo itni mehnat se poori class (girls) ke roll numbers yaad kiye thay ab toh wo bhi bhooltay jaa rhy hain.,11,589,976
This smoothie mad good too. Ima start doing this every morning.,0,14,57
"It’s just me and the kids for a while today. Work is done, I did a little bit of shopping for them. We’re abt to have a late breakfast then off to a trampoline park, late lunch, and hopefully they (really Erielle) will be winding down by kickoff",0,64,712
this mango banana smoothie saved my life,0,43,295
Pack a meal instead of eating out during your lunch breaks. Avoid the vending machines and eat something delicious.,0,2,125
Bring me breakfast and lunch to work a few times out the week,1,159,3541
"He’s making a late breakfast early lunch for @ROSASPlNA. 

Claire is out with friends, so he has let Antoni sleep in and rest.",0,108,631
"What did Real Madrid do today? Pathetic game. Benzema so off his game. Everyone looked clueless. Perfect recipe for disaster.
PS: Early kickoffs suck.
#RealMadrid",1,62,36
"Forget the scale!

The only number you should be concerned about in fitness is getting your daily movement in, drinking plenty of water, and eating a well-balanced diet that works for you.",5,210,615
CREPE SACRIFICE YOUR NUMBER,0,2,169
Love how I brought lunch for myself on saturdays and all of a sudden we’re doing Saturday lunches again.,0,22,115
Baking a cake in the air fryer did not work. #sloppymiddle,7,1971,9845
I haven’t been to Golden Corral in yearsssssssssssssss,0,20,1201
Smoke runtz before my lunch date at bookers anyone been there in philly yet,0,0,899
"I’ve been eating a lot lately. Frckn ate ramen an hour ago, brownies with hot choco after then rn just finished eating oranges and my tummy ain’t satisfied yet? Grabe ano to?? Ito ba yung saying na what u did in the beginning of new year will be your habit for the whole year?🥹🫠",2,125,904
tomorrow had been accomplished1 when Myra returned to lunch    and you spread them out over several shops 🍈🥑🍑,0,2,1
He had come to this resolution    tomorrow had been accomplished1 when Myra returned to lunch 🌽🍤🥔,0,5,10
"I squatted down by the microwave and felt the weiner slide passionately up my butt. ""oh YES, gay lover,"" I moaned. the weiner pulled out with my poop on it. Dad walked in the kitchen screaming, ""you SAID you'd make hot dogs for lunch for your mom and me. what the HELL, Bob Boy?!""",12,402,1751
If I gotta buy or cook my own lunch today everybody cut off 💯,0,197,1682
Ian go to school wit yhu if ian sit at yo table for lunch - ken carson,0,1,4
Anyone know where I can find a black lunch box in Lusaka? 😬,4,224,1782
just had some pounded yam… how tf can ppl compare that excellent dish to the dirty likes of amala what a disgrace,1,134,148
Need some comfort food.,0,75,605
"Do you always eat lunch on the roof, senpai? I-I’d love to join you but I’m not very good with heights… m-maybe another time?",0,0,41
About to get wine drunk while i cook me up some lunch,1,99,1502
I need something to eat after the gym and I’ve been thinking about ramen. would that be smart decision? 😭,1,394,4610
"Ngl, ima start packing a lunch everyday. I refuse to spend money like I did last semester at the union",0,205,682
i’m trying so hard to not buy a island green smoothie it’ll be the 4th one this week 😵‍💫,2,249,288
"I gotta cook these kids breakfast, lunch &amp; dinner today 😭😢 why they talk shit to me",0,128,2322
Comfort foods huhuhu,0,42,155
What’s for lunch?,0,126,1014
"In order to become a disciplined trader, you must be disciplined in other areas of your life. 

Are you not disciplined in the gym?

Are you not disciplined with your diet?

Are you not disciplined enough to read for 30 mins a day?

You must improve discipline in other areas 1st.",80,3874,14669
I found a really good recipe for a McKenzie's king cake and I'm crying,0,29,154
Ngl I want PF changs for lunch today 🤭,1,72,200
"Send for lunch 

$alexis17simone 

Findom",0,71,1704
"I totally forgot how good Thai food is and how much better I feel on Thai food only diet after a week

Idk why is this, it's not like they avoid carbs or seed oils...",73,26159,79709
ate lunch like a normal person today and i feel like my stomach is gonna get ruptured,0,26,86
"Craving street food and a fun day at a farmer's market right now.

Springtime is gonna be so fucking good to me, lots of fun things are gonna happen!",2,85,1118
"(if ten million people each leave over three grains of rice from their lunch, how many sacks of rice are wasted in one day; if ten million people each economize one paper handkerchief a day, how much pulp will be saved?)",0,21,14
K and T food is fucking TRASH! Worst Caribbean spot in Baltimore,1,212,171
A smoothie from tropical smoothie&gt;,0,386,2476
Soup is absolutely just the best thing when you have an ed it’s so filling and low calorie… I can have a can of soup for breakfast and be good and not hungry until dinner time,3,102,926
"Tomato sauce is simmering and will be ready for a late lunch.

Smoked Kipper salad is amazing and is aging in the fridge to give the flavors time to blend.

I am a cooking god.🗿",0,37,2469
What for lunch?,0,233,4096
An honor wait for lunch in Koreatown…pfffft good thing I have two joints and need to buy a scarf somewhere,2,191,60
Surviving off of coffee and energy drinks is a red flag,1,99,378
I wanna hit the farmers market,1,243,980
"Anyway Kishin has made a feast.

Come and eat lunch.",0,41,33
Hail Lucifer 666 i now have 347 followers on Twitter. I will now do the Luciferan version of the noon liber resh a witchcraft ritual. I will do the ritual laying down. My roommate is at lunch.,1,49,368
Diner for Lunch today!,1,45,5284
I want a smoothie right tf now!,0,35,190
Maybe don’t bring your kids to a brewery.,4,244,190
What can I take with pepper soup?,5,312,479
My nephew asked me if I went with Santa and the Elf’s to make the Lego lunch box and water bottle I got him for Christmas 😭,0,29,58
Prairie Pineapple Whip Treat   (@prairieales)  is now on tap,0,41,343
"Perfect weather in freo today, the market was buzzing with energy, oysters and seafood platter for lunch at the harbour, we even managed to visit the shipwreck museum and of course get coffee on the cappuccino strip ♥️",1,86,239
I want some Jamaican food tonight,1,100,99
"EAT HUFFMANS LUNCH ACE! 

Grant cannot touch you!",0,87,1634
"Saturday lunch #VerdeTruck
11AM-230PM
#Pasadena
273 N. Hill Ave., 91106",4,4241,146606
She promenaded the children along the sea front after lunch.,0,0,0
"SIX (6) BEST DOCTORS 🥼 IN D WORLD:

-The Sun
-Rest
-Exercise 
-Diet
-Self respect 
-Friends
.
.stick to them at all stages of ur life &amp; enjoy a healthy life",0,17,162
KBBQ need me,2,583,3262
GOOOOOD MORNING EVERYONE I HOPE YOU HAVR AN AMAZING DAY STAY SAFE STAY HYDRATED STAY AMAZI GBSTAY HEALTHY STAY HAPPY STAY COOL STAU FRESH STAY AMAZING STAY COOL STAY POSITIVE DRINK YOUR DAILY WATER DRINK YOUR DAILY SMOOTHIE EAT YOUR DAILY SANDWICHES BREATHE FRESJ AIR ILYALL💜💙,0,21,1380
"Soul Food, Goodie Mob",0,20,91
I want crabs and Mexican food,0,39,587
i love this farmers market !,0,73,103
"Xin chao. You are at the origin of Pho-land. 

Your local cuisine dish will be 🥁 
 
Vietnamese pancakes!!!  

I challenge you to eat this dish with a soup spoon!!!! And without closing your mouth.",0,0,51
"How to change your life in 2023 🏆

1. Remove chemicals from your life by… 
 - eating organic as much as possible 
 - use natural non aluminum deodorant 
 - remove air fresheners and candles, diffuse essential oils instead 
 - use natural cleaning products &amp; detergent",193,36212,48403
"lunch with everyone was so nice today, although i started reminiscing about shit and then got high because it’s never gonna happen again",0,22,9
"Here! I mixed together some random ingredients and made cookies. They would taste good to you, so you’ll eat them, right?",0,1,16
"My question is does pajama day extend to me going to eat lunch when this is over (in Whiteville, not chapel hill)",3,191,690
What should I get for lunch comment below,7,348,1065
You organizing a training starting at 1pm but you don’t think it was necessary to provide lunch for the trainers an know you are worried why after 3hours you aren’t having any response,0,82,276
Gonna eat lunch then continue drawing something ~secret~ (it's a character sheet because I like drawing character sheets for characters I'll never use),2,29,622
my sisters boyfriend is coming over for lunch,3,157,197
I want some soul food,0,110,735
"Two movies tonight I’m dying to see 

1) The Invitation ( on prime ) 

2) The NorthMan (on crave ) 

I’m just baking a Wintery Spiced Cake now too  🍰",0,17,1240
Lunch in a few at India’s = indulgence time.🤩 #weekendfun,2,95,787
"🚨🚨🚨🚨🚨🚨🚨🚨🚨

“Thaddy’s Summer Groove” 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 

The next Big Event is coming this Summer !!! A GIANT size Kick Back Weekend Party at the Cabins in the Mountains 🏔️ Drinks, Food, &amp; Vibes 🤞🏾🍾🥃🍷 Details Coming Soon 

🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨",2,632,44168
i want some good ass mexican food😫,0,69,315
“Wiping bricks off the same stove we cook soul food” 🔥🔥🔥@WESTSIDEGUNN is da 🐐of that dope talk!!!,1,25,88
if I stick to this ketosis based diet instead of absolutely 0 cals diet then I can probably sneak by fur a while 🤭🤭 I ate 3 mini peppers fur breakfast and I'm not eating anything until tmrw @ noon AT LEAST,0,39,65
"Difficult. Worries. worthiness. things,but Lunch intense,
؟?
نمشے

🔹VOX2🔹
🔹VOX2🔹
🔹VOX2🔹",0,0,2
